"","ID","Case.Number","Date","Block","IUCR","Primary.Type","Description","Location.Description","Arrest","Domestic","Beat","District","Ward","Community.Area","FBI.Code","X.Coordinate","Y.Coordinate","Year","Updated.On","Latitude","Longitude","Location"
"5709",10071707,"HY260116","05/01/2015 05:00:00 PM","075XX S TRUMBULL AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","false","true",835,8,18,70,"08B",1154678,1854452,2015,"02/10/2018 03:50:01 PM",41.756428043,-87.708705941,"(41.756428043, -87.708705941)"
"5710",10071708,"HY260137","05/14/2015 04:10:00 PM","030XX E 91ST ST","0860","THEFT","RETAIL THEFT","GROCERY FOOD STORE","true","false",424,4,10,46,"06",1197934,1845207,2015,"02/10/2018 03:50:01 PM",41.730087889,-87.550491518,"(41.730087889, -87.550491518)"
"5711",10071709,"HY260081","05/14/2015 01:00:00 PM","103XX S CHARLES ST","0485","BATTERY","AGGRAVATED OF A CHILD","SCHOOL, PUBLIC, BUILDING","false","false",2212,22,19,72,"04B",1168592,1836107,2015,"02/10/2018 03:50:01 PM",41.705798142,-87.658241009,"(41.705798142, -87.658241009)"
"5712",10071711,"HY260103","05/14/2015 03:10:00 PM","018XX E 87TH ST","1310","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","false","false",412,4,8,48,"14",1190178,1847661,2015,"02/10/2018 03:50:01 PM",41.737011964,-87.57882478,"(41.737011964, -87.57882478)"
"5713",10071712,"HY260062","05/14/2015 02:30:00 PM","100XX W OHARE ST","1330","CRIMINAL TRESPASS","TO LAND","AIRPORT EXTERIOR - NON-SECURE AREA","true","false",1651,16,41,76,"26",1100658,1934241,2015,"02/10/2018 03:50:01 PM",41.976290414,-87.905227221,"(41.976290414, -87.905227221)"
"5714",10071713,"HY260110","05/14/2015 04:25:00 PM","014XX N CICERO AVE","0860","THEFT","RETAIL THEFT","DEPARTMENT STORE","true","false",2533,25,37,25,"06",1144114,1909214,2015,"02/10/2018 03:50:01 PM",41.90690686,-87.746049479,"(41.90690686, -87.746049479)"
"5715",10071714,"HY260133","05/14/2015 10:00:00 AM","064XX S SACRAMENTO AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",823,8,15,66,"07",1157491,1861749,2015,"02/10/2018 03:50:01 PM",41.776395607,-87.698199289,"(41.776395607, -87.698199289)"
"5716",10071715,"HY260011","05/14/2015 01:45:00 PM","065XX S FRANCISCO AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE-GARAGE","false","false",831,8,15,66,"14",1158174,1861067,2015,"02/10/2018 03:50:01 PM",41.77451023,-87.695713969,"(41.77451023, -87.695713969)"
"5717",10071716,"HY260093","05/14/2015 04:15:00 PM","046XX S HALSTED ST","0860","THEFT","RETAIL THEFT","DEPARTMENT STORE","true","false",925,9,11,61,"06",1171750,1874054,2015,"02/10/2018 03:50:01 PM",41.809860998,-87.645565723,"(41.809860998, -87.645565723)"
"5718",10071717,"HY260107","05/13/2015 09:00:00 PM","025XX W LITHUANIAN PLAZA CT","0610","BURGLARY","FORCIBLE ENTRY","APARTMENT","false","false",832,8,15,66,"05",1160686,1858817,2015,"02/10/2018 03:50:01 PM",41.768284432,-87.686567364,"(41.768284432, -87.686567364)"
"5719",10071718,"HY260072","05/14/2015 03:00:00 PM","048XX W WASHINGTON BLVD","0820","THEFT","$500 AND UNDER","RESIDENCE","true","true",1533,15,28,25,"06",1144049,1900065,2015,"02/10/2018 03:50:01 PM",41.881802176,-87.746518114,"(41.881802176, -87.746518114)"
"5720",10071719,"HY260058","05/14/2015 03:50:00 PM","058XX S KOLMAR AVE","0320","ROBBERY","STRONGARM - NO WEAPON","SIDEWALK","false","false",813,8,13,62,"03",1147034,1865429,2015,"02/10/2018 03:50:01 PM",41.786699667,-87.736440898,"(41.786699667, -87.736440898)"
"5721",10071722,"HY260017","05/14/2015 12:00:00 PM","050XX S PULASKI RD","0810","THEFT","OVER $500","SCHOOL, PUBLIC, BUILDING","false","false",821,8,14,57,"06",1150549,1870984,2015,"02/10/2018 03:50:01 PM",41.801875741,-87.723408371,"(41.801875741, -87.723408371)"
"5722",10071723,"HY259993","05/14/2015 02:30:00 PM","069XX S ROCKWELL ST","0810","THEFT","OVER $500","VEHICLE NON-COMMERCIAL","false","false",831,8,18,66,"06",1160240,1858496,2015,"02/10/2018 03:50:01 PM",41.767412753,-87.688211002,"(41.767412753, -87.688211002)"
"5723",10071724,"HY260033","05/14/2015 03:47:00 PM","028XX N LONG AVE","2825","OTHER OFFENSE","HARASSMENT BY TELEPHONE","OTHER","false","false",2514,25,31,19,"26",1139889,1918255,2015,"02/10/2018 03:50:01 PM",41.931794687,-87.761348366,"(41.931794687, -87.761348366)"
"5724",10071725,"HY259914","05/14/2015 09:00:00 AM","060XX S MOZART ST","1153","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT OVER $ 300","RESIDENCE","false","false",823,8,15,66,"11",1158412,1864533,2015,"02/10/2018 03:50:01 PM",41.784016586,-87.694747139,"(41.784016586, -87.694747139)"
"5725",10071726,"HY259969","05/14/2015 02:20:00 PM","044XX S WOOD ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","true","true",924,9,12,61,"08B",1165091,1875275,2015,"02/10/2018 03:50:01 PM",41.813355201,-87.669955382,"(41.813355201, -87.669955382)"
"5726",10071727,"HY260162","05/14/2015 04:15:00 PM","057XX S ABERDEEN ST","0560","ASSAULT","SIMPLE","SIDEWALK","false","false",712,7,16,68,"08A",1169963,1866719,2015,"02/10/2018 03:50:01 PM",41.789772008,-87.652333304,"(41.789772008, -87.652333304)"
"5727",10071728,"HY259901","05/14/2015 03:00:00 AM","062XX S WESTERN AVE","031B","ROBBERY","ARMED: OTHER FIREARM","ALLEY","false","false",825,8,15,66,"03",1161444,1863172,2015,"02/10/2018 03:50:01 PM",41.780219486,-87.683668326,"(41.780219486, -87.683668326)"
"5728",10071730,"HY260235","05/14/2015 04:59:00 PM","109XX S VERNON AVE","143A","WEAPONS VIOLATION","UNLAWFUL POSS OF HANDGUN","APARTMENT","false","false",513,5,9,49,"15",1181183,1832581,2015,"02/10/2018 03:50:01 PM",41.695842213,-87.612242099,"(41.695842213, -87.612242099)"
"5729",10071731,"HY260149","05/14/2015 04:45:00 PM","079XX S KIMBARK AVE","0430","BATTERY","AGGRAVATED: OTHER DANG WEAPON","CTA BUS","false","true",411,4,8,45,"04B",1186254,1852709,2015,"02/10/2018 03:50:01 PM",41.750957692,-87.593041821,"(41.750957692, -87.593041821)"
"5730",10071732,"HY259989","05/14/2015 02:00:00 PM","001XX W 74TH ST","0560","ASSAULT","SIMPLE","APARTMENT","false","true",731,7,6,69,"08A",1176476,1855919,2015,"02/10/2018 03:50:01 PM",41.759991589,-87.628776609,"(41.759991589, -87.628776609)"
"5731",10071733,"HY260005","04/20/2015 12:00:00 AM","066XX S SEELEY AVE","1152","DECEPTIVE PRACTICE","ILLEGAL USE CASH CARD","RESIDENCE","false","false",726,7,15,67,"11",1163838,1860659,2015,"02/10/2018 03:50:01 PM",41.77327351,-87.67496204,"(41.77327351, -87.67496204)"
"5732",10071734,"HY259997","05/14/2015 03:00:00 PM","060XX S WOLCOTT AVE","1153","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT OVER $ 300","RESIDENCE","false","false",714,7,15,67,"11",1164722,1864646,2015,"02/10/2018 03:50:01 PM",41.784195744,-87.671609028,"(41.784195744, -87.671609028)"
"5733",10071735,"HY259930","05/14/2015 01:30:00 PM","132XX S ELLIS AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","CHA APARTMENT","false","true",533,5,9,54,"08B",1185543,1817567,2015,"02/10/2018 03:50:01 PM",41.65454047,-87.596748665,"(41.65454047, -87.596748665)"
"5734",10071736,"HY260073","05/14/2015 03:45:00 PM","001XX W 111TH ST","0496","BATTERY","AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST","RESIDENCE","true","true",522,5,34,49,"04B",1177206,1831345,2015,"02/10/2018 03:50:01 PM",41.692540893,-87.626840351,"(41.692540893, -87.626840351)"
"5735",10071737,"HY260098","05/14/2015 06:30:00 AM","127XX S UNION AVE","0610","BURGLARY","FORCIBLE ENTRY","RESIDENCE","false","false",523,5,9,53,"05",1173977,1820222,2015,"02/10/2018 03:50:01 PM",41.662089658,-87.638990399,"(41.662089658, -87.638990399)"
"5736",10071738,"HY260009","05/14/2015 02:00:00 PM","006XX E 131ST ST","0484","BATTERY","PRO EMP HANDS NO/MIN INJURY","SCHOOL, PUBLIC, GROUNDS","false","false",533,5,9,54,"08B",1182901,1818558,2015,"02/10/2018 03:50:01 PM",41.657321469,-87.606385112,"(41.657321469, -87.606385112)"
"5737",10071739,"HY258584","05/13/2015 12:55:00 PM","063XX S MARSHFIELD AVE","0560","ASSAULT","SIMPLE","STREET","false","false",725,7,16,67,"08A",1166414,1862600,2015,"02/10/2018 03:50:01 PM",41.778545362,-87.665463756,"(41.778545362, -87.665463756)"
"5738",10071741,"HY259079","05/13/2015 02:50:00 PM","063XX S MARSHFIELD AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false",725,7,16,67,"14",1166414,1862600,2015,"02/10/2018 03:50:01 PM",41.778545362,-87.665463756,"(41.778545362, -87.665463756)"
"5739",10071743,"HY260234","05/14/2015 05:26:00 PM","027XX S DEARBORN ST","1350","CRIMINAL TRESPASS","TO STATE SUP LAND","CHA PARKING LOT/GROUNDS","true","false",133,1,3,35,"26",1176316,1886532,2015,"02/10/2018 03:50:01 PM",41.844000177,-87.628442902,"(41.844000177, -87.628442902)"
"5740",10071744,"HY260178","05/14/2015 04:30:00 PM","012XX S INDEPENDENCE BLVD","2024","NARCOTICS","POSS: HEROIN(WHITE)","ALLEY","true","false",1011,10,24,29,"18",1151284,1894223,2015,"02/10/2018 03:50:01 PM",41.865632251,-87.720104383,"(41.865632251, -87.720104383)"
"5741",10071745,"HY260163","05/14/2015 04:30:00 PM","023XX E 75TH ST","0810","THEFT","OVER $500","PARKING LOT/GARAGE(NON.RESID.)","false","false",334,3,7,43,"06",1193310,1855694,2015,"02/10/2018 03:50:01 PM",41.758979264,-87.567088206,"(41.758979264, -87.567088206)"
"5742",10071748,"HY260166","05/14/2015 02:00:00 PM","064XX S MORGAN ST","0560","ASSAULT","SIMPLE","OTHER","false","true",723,7,16,68,"08A",1170751,1862158,2015,"02/10/2018 03:50:01 PM",41.777238929,-87.649576935,"(41.777238929, -87.649576935)"
"5743",10071749,"HY260259","05/14/2015 12:00:00 PM","021XX N KENNETH AVE","0820","THEFT","$500 AND UNDER","VEHICLE NON-COMMERCIAL","false","false",2522,25,31,20,"06",1146373,1913820,2015,"02/10/2018 03:50:01 PM",41.91950345,-87.737633625,"(41.91950345, -87.737633625)"
"5744",10071751,"HY260194","05/14/2015 04:45:00 AM","083XX S DORCHESTER AVE","0820","THEFT","$500 AND UNDER","RESIDENCE","false","false",412,4,8,45,"06",1186992,1849882,2015,"02/10/2018 03:50:01 PM",41.743182669,-87.590426906,"(41.743182669, -87.590426906)"
"5745",10071752,"HY260136","05/13/2015 07:30:00 PM","031XX W PALMER BLVD","0810","THEFT","OVER $500","VEHICLE NON-COMMERCIAL","false","false",1414,14,35,22,"06",1154864,1914595,2015,"02/10/2018 03:50:01 PM",41.921464027,-87.706415501,"(41.921464027, -87.706415501)"
"5746",10071753,"HY260245","05/13/2015 04:30:00 AM","066XX N FAIRFIELD AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false",2412,24,50,2,"14",1156789,1943988,2015,"02/10/2018 03:50:01 PM",42.002081292,-87.698542471,"(42.002081292, -87.698542471)"
"5747",10071755,"HY260225","05/13/2015 07:00:00 PM","081XX S WOLCOTT AVE","0810","THEFT","OVER $500","STREET","false","false",614,6,18,71,"06",1165102,1850756,2015,"02/10/2018 03:50:01 PM",41.746071649,-87.67060817,"(41.746071649, -87.67060817)"
"5748",10071756,"HY260222","05/14/2015 05:45:00 PM","016XX S WOOD ST","0880","THEFT","PURSE-SNATCHING","SIDEWALK","false","false",1234,12,25,31,"06",1164640,1892014,2015,"02/10/2018 03:50:01 PM",41.859298288,-87.67113633,"(41.859298288, -87.67113633)"
"5749",10071758,"HY260192","05/04/2015 03:00:00 PM","055XX N ASHLAND AVE","1130","DECEPTIVE PRACTICE","FRAUD OR CONFIDENCE GAME","BANK","false","false",2012,20,40,77,"11",1164665,1936685,2015,"02/10/2018 03:50:01 PM",41.981877768,-87.669775775,"(41.981877768, -87.669775775)"
"5750",10071759,"HY259264","05/13/2015 09:00:00 PM","022XX N LA CROSSE AVE","0620","BURGLARY","UNLAWFUL ENTRY","RESIDENCE","false","false",2522,25,31,19,"05",1143694,1914494,2015,"02/10/2018 03:50:01 PM",41.921403619,-87.74745984,"(41.921403619, -87.74745984)"
"5751",10071760,"HY260186","05/14/2015 01:30:00 PM","051XX S LAMON AVE","2825","OTHER OFFENSE","HARASSMENT BY TELEPHONE","RESIDENCE","false","false",814,8,23,56,"26",1144559,1870185,2015,"02/10/2018 03:50:01 PM",41.799797696,-87.745396445,"(41.799797696, -87.745396445)"
"5752",10071761,"HY260177","05/14/2015 03:00:00 PM","026XX W BELDEN AVE","0820","THEFT","$500 AND UNDER","PARKING LOT/GARAGE(NON.RESID.)","false","false",1431,14,1,22,"06",1158102,1915171,2015,"02/10/2018 03:50:01 PM",41.92297904,-87.694502474,"(41.92297904, -87.694502474)"
"5753",10071763,"HY260193","05/14/2015 06:52:00 AM","063XX S TALMAN AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE-GARAGE","false","false",825,8,15,66,"14",1159797,1862549,2015,"02/10/2018 03:50:01 PM",41.778543874,-87.689723621,"(41.778543874, -87.689723621)"
"5754",10071764,"HY260198","05/14/2015 04:30:00 PM","013XX N LARAMIE AVE","031A","ROBBERY","ARMED: HANDGUN","PARK PROPERTY","false","false",2532,25,37,25,"03",1141456,1908426,2015,"02/10/2018 03:50:01 PM",41.90479402,-87.755833037,"(41.90479402, -87.755833037)"
"5755",10071765,"HY260204","05/07/2015 04:25:00 PM","013XX E 47TH ST","1152","DECEPTIVE PRACTICE","ILLEGAL USE CASH CARD","DRIVEWAY - RESIDENTIAL","false","false",222,2,4,39,"11",1185766,1874101,2015,"02/10/2018 03:50:01 PM",41.809670667,-87.594156219,"(41.809670667, -87.594156219)"
"5756",10071766,"HY260240","05/14/2015 08:30:00 AM","027XX W LAKE ST","0820","THEFT","$500 AND UNDER","STREET","false","false",1222,12,27,27,"06",1157781,1901058,2015,"02/10/2018 03:50:01 PM",41.884258334,-87.696067164,"(41.884258334, -87.696067164)"
"5757",10071767,"HY260271","05/14/2015 06:10:00 PM","013XX W SUNNYSIDE AVE","0460","BATTERY","SIMPLE","STREET","false","false",1913,19,46,3,"08B",1166598,1930001,2015,"02/10/2018 03:50:01 PM",41.963495339,-87.662859149,"(41.963495339, -87.662859149)"
"5758",10071770,"HY260077","05/13/2015 10:30:00 PM","073XX S DR MARTIN LUTHER KING JR DR","1310","CRIMINAL DAMAGE","TO PROPERTY","OTHER","false","false",323,3,6,69,"14",1180181,1856347,2015,"02/10/2018 03:50:01 PM",41.761081994,-87.615184773,"(41.761081994, -87.615184773)"
"5759",10071771,"HY260154","05/14/2015 10:40:00 AM","027XX W DAKIN ST","1153","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT OVER $ 300","RESIDENCE","false","false",1733,17,33,16,"11",1157568,1926347,2015,"02/10/2018 03:50:01 PM",41.953657643,-87.696159357,"(41.953657643, -87.696159357)"
"5760",10071772,"HY260138","05/13/2015 07:00:00 PM","031XX N KOLMAR AVE","0820","THEFT","$500 AND UNDER","STREET","false","false",2521,25,31,20,"06",1145503,1920429,2015,"02/10/2018 03:50:01 PM",41.937655716,-87.740662314,"(41.937655716, -87.740662314)"
"5761",10071775,"HY260278","05/13/2015 06:00:00 PM","059XX W GRACE ST","1305","CRIMINAL DAMAGE","CRIMINAL DEFACEMENT","RESIDENCE-GARAGE","false","false",1633,16,38,15,"14",1136129,1924658,2015,"02/10/2018 03:50:01 PM",41.949433202,-87.775012751,"(41.949433202, -87.775012751)"
"5762",10071777,"HY253977","05/09/2015 09:25:00 PM","0000X E 71ST ST","0420","BATTERY","AGGRAVATED:KNIFE/CUTTING INSTR","ALLEY","false","false",322,3,6,69,"04B",1177626,1857925,2015,"02/10/2018 03:50:01 PM",41.765470353,-87.624501296,"(41.765470353, -87.624501296)"
"5763",10071778,"HY260185","05/12/2015 06:00:00 PM","016XX W WOLFRAM ST","0810","THEFT","OVER $500","STREET","false","false",1931,19,32,6,"06",1164956,1918983,2015,"02/10/2018 03:50:01 PM",41.933296514,-87.669210105,"(41.933296514, -87.669210105)"
"5764",10071779,"HY260215","05/14/2015 10:00:00 AM","006XX W 71ST ST","0890","THEFT","FROM BUILDING","SCHOOL, PUBLIC, BUILDING","false","false",732,7,6,68,"06",1173056,1857809,2015,"02/10/2018 03:50:01 PM",41.765254159,-87.641255151,"(41.765254159, -87.641255151)"
"5765",10071782,"HY260265","05/14/2015 06:00:00 PM","022XX W CERMAK RD","0810","THEFT","OVER $500","STREET","false","false",1234,12,25,31,"06",1161959,1889368,2015,"02/10/2018 03:50:01 PM",41.852093721,-87.681051227,"(41.852093721, -87.681051227)"
"5766",10071783,"HY260268","05/14/2015 05:30:00 PM","060XX S WASHTENAW AVE","2024","NARCOTICS","POSS: HEROIN(WHITE)","SIDEWALK","true","false",825,8,15,66,"18",1159409,1864575,2015,"02/10/2018 03:50:01 PM",41.784111462,-87.691090588,"(41.784111462, -87.691090588)"
"5767",10071784,"HY260282","05/10/2015 07:30:00 PM","052XX S CORNELL AVE","1365","CRIMINAL TRESPASS","TO RESIDENCE","RESIDENCE","false","false",234,2,4,41,"26",1188041,1870850,2015,"02/10/2018 03:50:01 PM",41.800695705,-87.585915707,"(41.800695705, -87.585915707)"
"5768",10071785,"HY260101","05/14/2015 04:15:00 PM","060XX S MASON AVE","0560","ASSAULT","SIMPLE","RESIDENCE","false","false",812,8,13,64,"08A",1137768,1863878,2015,"02/10/2018 03:50:01 PM",41.782614944,-87.770452843,"(41.782614944, -87.770452843)"
"5769",10071786,"HY259991","05/14/2015 02:15:00 PM","062XX S STONY ISLAND AVE","0560","ASSAULT","SIMPLE","SCHOOL, PUBLIC, BUILDING","false","false",314,3,5,42,"08A",1187940,1864073,2015,"02/10/2018 03:50:01 PM",41.78210152,-87.586502002,"(41.78210152, -87.586502002)"
"5770",10071787,"HY260292","05/14/2015 03:48:00 PM","070XX W HIGGINS AVE","2825","OTHER OFFENSE","HARASSMENT BY TELEPHONE","COMMERCIAL / BUSINESS OFFICE","false","false",1613,16,41,10,"26",1128221,1935905,2015,"02/10/2018 03:50:01 PM",41.980433862,-87.803826529,"(41.980433862, -87.803826529)"
"5771",10071788,"HY260279","05/14/2015 11:00:00 AM","070XX S WINCHESTER AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",735,7,17,67,"07",1164569,1858081,2015,"02/10/2018 03:50:01 PM",41.76618374,-87.672354986,"(41.76618374, -87.672354986)"
"5772",10071789,"HY260158","05/14/2015 04:00:00 PM","076XX S WOLCOTT AVE","1330","CRIMINAL TRESPASS","TO LAND","SCHOOL, PUBLIC, GROUNDS","true","false",611,6,18,71,"26",1165016,1853938,2015,"02/10/2018 03:50:01 PM",41.754805333,-87.670833516,"(41.754805333, -87.670833516)"
"5773",10071790,"HY260252","05/14/2015 05:30:00 PM","057XX W CORNELIA AVE","031A","ROBBERY","ARMED: HANDGUN","SIDEWALK","false","false",1633,16,38,15,"03",1137463,1922691,2015,"02/10/2018 03:50:01 PM",41.944011604,-87.770156585,"(41.944011604, -87.770156585)"
"5774",10071791,"HY260064","05/14/2015 03:40:00 PM","012XX S SAWYER AVE","0460","BATTERY","SIMPLE","STREET","false","false",1022,10,24,29,"08B",1154889,1894311,2015,"02/10/2018 03:50:01 PM",41.865802306,-87.706867809,"(41.865802306, -87.706867809)"
"5775",10071793,"HY260086","05/14/2015 07:00:00 AM","059XX W CORTLAND ST","0620","BURGLARY","UNLAWFUL ENTRY","RESIDENCE","false","false",2531,25,29,25,"05",1136560,1911844,2015,"02/10/2018 03:50:01 PM",41.914262464,-87.773735865,"(41.914262464, -87.773735865)"
"5776",10071794,"HY260063","05/14/2015 03:25:00 PM","025XX S CENTRAL PARK AVE","0430","BATTERY","AGGRAVATED: OTHER DANG WEAPON","SCHOOL, PUBLIC, BUILDING","false","false",1013,10,22,30,"04B",1152776,1886911,2015,"02/10/2018 03:50:01 PM",41.845537889,-87.714820496,"(41.845537889, -87.714820496)"
"5777",10071799,"HY260074","01/23/2015 08:00:00 AM","016XX S CALIFORNIA BLVD","2825","OTHER OFFENSE","HARASSMENT BY TELEPHONE","APARTMENT","false","false",1023,10,28,29,"26",1157957,1891732,2015,"02/10/2018 03:50:01 PM",41.858663272,-87.695675273,"(41.858663272, -87.695675273)"
"5778",10071800,"HY259942","05/13/2015 02:00:00 PM","022XX S KEDZIE AVE","0880","THEFT","PURSE-SNATCHING","SIDEWALK","false","false",1024,10,24,30,"06",1155371,1889027,2015,"02/10/2018 03:50:01 PM",41.851292758,-87.705240252,"(41.851292758, -87.705240252)"
"5779",10071801,"HY260273","05/13/2015 07:00:00 PM","008XX N MICHIGAN AVE","1150","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","DEPARTMENT STORE","false","false",1833,18,42,8,"11",1177338,1906181,2015,"02/10/2018 03:50:01 PM",41.897895128,-87.624096605,"(41.897895128, -87.624096605)"
"5780",10071802,"HY256086","05/11/2015 12:00:00 PM","114XX S OAKLEY AVE","0460","BATTERY","SIMPLE","NURSING HOME/RETIREMENT HOME","false","false",2212,22,19,75,"08B",1163013,1828741,2015,"02/10/2018 03:50:01 PM",41.685702753,-87.678875923,"(41.685702753, -87.678875923)"
"5781",10071803,"HY260270","01/01/2015 08:00:00 AM","113XX S PULASKI RD","1185","DECEPTIVE PRACTICE","DECEPTIVE COLLECTION PRACTICES","OTHER","false","false",2211,22,19,74,"11",1151734,1829108,2015,"02/10/2018 03:50:01 PM",41.68693759,-87.720156809,"(41.68693759, -87.720156809)"
"5782",10071804,"HY260283","05/14/2015 05:46:00 PM","047XX W HARRISON ST","141C","WEAPONS VIOLATION","UNLAWFUL USE OTHER DANG WEAPON","STREET","true","false",1131,11,24,25,"15",1144920,1896933,2015,"02/10/2018 03:50:01 PM",41.8731912,-87.743398833,"(41.8731912, -87.743398833)"
"5783",10071805,"HY260044","05/14/2015 03:00:00 PM","015XX N LEAVITT ST","4387","OTHER OFFENSE","VIOLATE ORDER OF PROTECTION","RESIDENCE","true","false",1424,14,1,24,"26",1161459,1910088,2015,"02/10/2018 03:50:01 PM",41.908961638,-87.682309487,"(41.908961638, -87.682309487)"
"5784",10071806,"HY259996","05/14/2015 01:30:00 PM","016XX N RICHMOND ST","0820","THEFT","$500 AND UNDER","APARTMENT","false","false",1421,14,35,24,"06",1156562,1910956,2015,"02/10/2018 03:50:01 PM",41.911444085,-87.700275294,"(41.911444085, -87.700275294)"
"5785",10071808,"HY259868","05/14/2015 09:00:00 AM","026XX W OGDEN AVE","0870","THEFT","POCKET-PICKING","MEDICAL/DENTAL OFFICE","false","false",1023,10,28,29,"06",1158801,1893119,2015,"02/10/2018 03:50:01 PM",41.862452101,-87.692539235,"(41.862452101, -87.692539235)"
"5786",10071809,"HY259181","05/13/2015 06:00:00 PM","003XX E 53RD ST","0560","ASSAULT","SIMPLE","STREET","false","false",231,2,3,40,"08A",1179051,1869942,2015,"02/10/2018 03:50:01 PM",41.79841385,-87.618912303,"(41.79841385, -87.618912303)"
"5787",10071811,"HY260236","05/14/2015 01:33:00 PM","074XX S EVANS AVE","2820","OTHER OFFENSE","TELEPHONE THREAT","RESIDENCE","false","false",323,3,6,69,"26",1182511,1855925,2015,"02/10/2018 03:50:01 PM",41.759870288,-87.606658316,"(41.759870288, -87.606658316)"
"5788",10071815,"HY260143","04/21/2015 12:00:00 PM","026XX W MADISON ST","1153","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT OVER $ 300","APARTMENT","false","false",1125,11,2,27,"11",1158608,1899913,2015,"02/10/2018 03:50:01 PM",41.881099455,-87.693061684,"(41.881099455, -87.693061684)"
"5789",10071816,"HY260104","05/14/2015 04:19:00 PM","067XX N SACRAMENTO AVE","0820","THEFT","$500 AND UNDER","ALLEY","false","false",2412,24,50,2,"06",1155137,1944533,2015,"02/10/2018 03:50:01 PM",42.003610242,-87.70460529,"(42.003610242, -87.70460529)"
"5790",10071818,"HY260210","05/14/2015 05:40:00 PM","003XX W 104TH ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","PARK PROPERTY","false","true",512,5,34,49,"08B",1175653,1835954,2015,"02/10/2018 03:50:01 PM",41.705223479,-87.632388794,"(41.705223479, -87.632388794)"
"5791",10071819,"HY260170","05/14/2015 04:45:00 PM","056XX S ELIZABETH ST","0454","BATTERY","AGG PO HANDS NO/MIN INJURY","RESIDENTIAL YARD (FRONT/BACK)","true","false",713,7,16,67,"08B",1168953,1867301,2015,"02/10/2018 03:50:01 PM",41.791390977,-87.656019859,"(41.791390977, -87.656019859)"
"5792",10071820,"HY258816","05/13/2015 03:20:00 PM","038XX S MICHIGAN AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","OTHER","false","false",213,2,3,35,"14",1177828,1879596,2015,"02/10/2018 03:50:01 PM",41.824933076,-87.623104662,"(41.824933076, -87.623104662)"
"5793",10071821,"HY260260","05/14/2015 02:30:00 PM","057XX N ST LOUIS AVE","0610","BURGLARY","FORCIBLE ENTRY","RESIDENCE","false","false",1711,17,39,13,"05",1152012,1937926,2015,"02/10/2018 03:50:01 PM",41.98554269,-87.716277304,"(41.98554269, -87.716277304)"
"5794",10071823,"HY260199","05/14/2015 04:55:00 PM","047XX W PALMER ST","1811","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","VEHICLE NON-COMMERCIAL","true","false",2522,25,31,19,"18",1144520,1914210,2015,"02/10/2018 03:50:01 PM",41.920608769,-87.744432041,"(41.920608769, -87.744432041)"
"5795",10071825,"HY260297","05/05/2015 12:00:00 PM","082XX S THROOP ST","1153","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT OVER $ 300","APARTMENT","false","false",613,6,21,71,"11",1169096,1850041,2015,"02/10/2018 03:50:01 PM",41.744024245,-87.655993909,"(41.744024245, -87.655993909)"
"5796",10071827,"HY260331","05/14/2015 05:00:00 PM","030XX W 51ST ST","0820","THEFT","$500 AND UNDER","PARKING LOT/GARAGE(NON.RESID.)","false","false",923,9,14,63,"06",1157155,1870676,2015,"02/10/2018 03:50:01 PM",41.80089936,-87.699189675,"(41.80089936, -87.699189675)"
"5797",10071828,"HY260223","05/14/2015 08:30:00 AM","081XX S DR MARTIN LUTHER KING JR DR","0560","ASSAULT","SIMPLE","RESIDENTIAL YARD (FRONT/BACK)","false","false",631,6,6,44,"08A",1180318,1851049,2015,"02/10/2018 03:50:01 PM",41.746540559,-87.614844822,"(41.746540559, -87.614844822)"
"5798",10071830,"HY260216","05/14/2015 05:35:00 PM","075XX S HOYNE AVE","0460","BATTERY","SIMPLE","SIDEWALK","false","false",611,6,18,71,"08B",1163636,1854487,2015,"02/10/2018 03:50:01 PM",41.756340919,-87.675875461,"(41.756340919, -87.675875461)"
"5799",10071834,"HY260318","05/14/2015 06:55:00 PM","020XX W BALMORAL AVE","0460","BATTERY","SIMPLE","NURSING HOME/RETIREMENT HOME","false","false",2012,20,40,4,"08B",1161674,1935850,2015,"02/10/2018 03:50:01 PM",41.979649551,-87.680799226,"(41.979649551, -87.680799226)"
