"","ID","Case.Number","Date","Block","IUCR","Primary.Type","Description","Location.Description","Arrest","Domestic","Beat","District","Ward","Community.Area","FBI.Code","X.Coordinate","Y.Coordinate","Year","Updated.On","Latitude","Longitude","Location"
"1",10061005,"HY248621","05/04/2015 03:00:00 PM","033XX W EASTWOOD AVE","0620","BURGLARY","UNLAWFUL ENTRY","RESIDENCE-GARAGE","false","false",1713,17,33,14,"05",1153366,1930653,2015,"02/10/2018 03:50:01 PM",41.96555828,-87.711491531,"(41.96555828, -87.711491531)"
"2",10061006,"HY249377","05/06/2015 01:17:00 PM","013XX E 71ST PL","0610","BURGLARY","FORCIBLE ENTRY","APARTMENT","false","false",324,3,5,43,"05",1186293,1857862,2015,"02/10/2018 03:50:01 PM",41.765097091,-87.592736347,"(41.765097091, -87.592736347)"
"3",10061007,"HY249206","05/06/2015 11:30:00 AM","039XX N MILWAUKEE AVE","2820","OTHER OFFENSE","TELEPHONE THREAT","OTHER","false","false",1731,17,38,15,"26",1144026,1925855,2015,"02/10/2018 03:50:01 PM",41.952573042,-87.745953965,"(41.952573042, -87.745953965)"
"4",10061009,"HY249427","05/06/2015 02:30:00 PM","054XX W MONROE ST","1811","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","SIDEWALK","true","false",1522,15,29,25,"18",1140270,1899131,2015,"02/10/2018 03:50:01 PM",41.879309228,-87.760417606,"(41.879309228, -87.760417606)"
"5",10061011,"HY249395","05/02/2015 11:15:00 PM","048XX W BLOOMINGDALE AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","false","true",2533,25,37,25,"08B",1143839,1911533,2015,"02/10/2018 03:50:01 PM",41.913275608,-87.747001448,"(41.913275608, -87.747001448)"
"6",10061012,"HY249424","05/06/2015 01:40:00 PM","026XX N HALSTED ST","0810","THEFT","OVER $500","PARKING LOT/GARAGE(NON.RESID.)","false","false",1935,19,43,7,"06",1170483,1917945,2015,"02/10/2018 03:50:01 PM",41.930328915,-87.648929332,"(41.930328915, -87.648929332)"
"7",10061014,"HY249154","05/06/2015 11:10:00 AM","026XX W 47TH ST","1513","PROSTITUTION","SOLICIT FOR BUSINESS","STREET","true","false",922,9,12,58,"16",1159741,1873412,2015,"02/10/2018 03:50:01 PM",41.80835455,-87.689630728,"(41.80835455, -87.689630728)"
"8",10061015,"HY249425","05/06/2015 06:00:00 AM","041XX N MASON AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE","true","false",1624,16,38,15,"14",1135943,1926928,2015,"02/10/2018 03:50:01 PM",41.955665634,-87.775642173,"(41.955665634, -87.775642173)"
"9",10061016,"HY249282","05/06/2015 12:45:00 PM","026XX W 47TH ST","1513","PROSTITUTION","SOLICIT FOR BUSINESS","STREET","true","false",922,9,12,58,"16",1159741,1873412,2015,"02/10/2018 03:50:01 PM",41.80835455,-87.689630728,"(41.80835455, -87.689630728)"
"10",10061017,"HY249346","05/06/2015 11:00:00 AM","026XX N RIDGEWAY AVE","1582","OFFENSE INVOLVING CHILDREN","CHILD PORNOGRAPHY","RESIDENCE","false","true",2524,25,35,22,"17",1150941,1917149,2015,"02/10/2018 03:50:01 PM",41.92855022,-87.720762645,"(41.92855022, -87.720762645)"
"11",10061019,"HY249337","05/05/2015 07:00:00 PM","027XX S ARCHER AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","RESIDENTIAL YARD (FRONT/BACK)","false","false",913,9,11,60,"14",1169890,1886674,2015,"02/10/2018 03:50:01 PM",41.844532145,-87.652020826,"(41.844532145, -87.652020826)"
"12",10061020,"HY249413","05/06/2015 03:00:00 AM","035XX S DAMEN AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false",912,9,11,59,"14",1163601,1881109,2015,"02/10/2018 03:50:01 PM",41.829395788,-87.675256892,"(41.829395788, -87.675256892)"
"13",10061021,"HY249459","05/04/2015 11:00:00 PM","017XX W 47TH ST","1320","CRIMINAL DAMAGE","TO VEHICLE","PARKING LOT/GARAGE(NON.RESID.)","false","false",924,9,20,61,"14",1165369,1873532,2015,"02/10/2018 03:50:01 PM",41.808566317,-87.668985087,"(41.808566317, -87.668985087)"
"14",10061022,"HY249426","05/06/2015 02:15:00 PM","028XX W 63RD ST","2014","NARCOTICS","MANU/DELIVER: HEROIN (WHITE)","GAS STATION","true","false",823,8,15,66,"18",1158686,1862747,2015,"02/10/2018 03:50:01 PM",41.77910996,-87.693791248,"(41.77910996, -87.693791248)"
"15",10061023,"HY249445","05/05/2015 07:00:00 AM","083XX S ASHLAND AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false",614,6,21,71,"14",1167126,1849365,2015,"02/10/2018 03:50:01 PM",41.74221153,-87.663231477,"(41.74221153, -87.663231477)"
"16",10061025,"HY249103","05/05/2015 08:00:00 PM","118XX S BISHOP ST","0820","THEFT","$500 AND UNDER","STREET","false","false",524,5,34,53,"06",1168796,1826307,2015,"02/10/2018 03:50:01 PM",41.678900938,-87.657775427,"(41.678900938, -87.657775427)"
"17",10061026,"HY249458","05/06/2015 02:45:00 PM","062XX S MICHIGAN AVE","0820","THEFT","$500 AND UNDER","APARTMENT","false","false",311,3,20,40,"06",1178258,1863737,2015,"02/10/2018 03:50:01 PM",41.781404777,-87.622008635,"(41.781404777, -87.622008635)"
"18",10061027,"HY249412","04/28/2015 04:52:00 PM","010XX W NORTH AVE","0860","THEFT","RETAIL THEFT","SMALL RETAIL STORE","false","false",1811,18,32,7,"06",1169336,1910832,2015,"02/10/2018 03:50:01 PM",41.910835515,-87.653351515,"(41.910835515, -87.653351515)"
"19",10061028,"HY249401","05/04/2015 03:00:00 PM","118XX S PEORIA ST","1152","DECEPTIVE PRACTICE","ILLEGAL USE CASH CARD","RESIDENCE","false","true",524,5,34,53,"11",1172454,1826329,2015,"02/10/2018 03:50:01 PM",41.678881823,-87.644385056,"(41.678881823, -87.644385056)"
"20",10061029,"HY249402","05/05/2015 05:00:00 PM","017XX N KIMBALL AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",1422,14,26,23,"07",1153431,1911379,2015,"02/10/2018 03:50:01 PM",41.912667672,-87.711766372,"(41.912667672, -87.711766372)"
"21",10061030,"HY249411","05/02/2015 03:30:00 AM","014XX W CORTEZ ST","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false",1213,12,27,24,"14",1166482,1907106,2015,"02/10/2018 03:50:01 PM",41.900672735,-87.663942857,"(41.900672735, -87.663942857)"
"22",10061031,"HY249410","05/06/2015 02:00:00 PM","130XX S ELLIS AVE","0560","ASSAULT","SIMPLE","APARTMENT","true","false",533,5,9,54,"08A",1185298,1818769,2015,"02/10/2018 03:50:01 PM",41.657844675,-87.597607575,"(41.657844675, -87.597607575)"
"23",10061032,"HY249452","05/06/2015 02:29:00 PM","008XX E 63RD ST","1811","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","SIDEWALK","true","false",312,3,20,42,"18",1182746,1863414,2015,"02/10/2018 03:50:01 PM",41.780415378,-87.605564801,"(41.780415378, -87.605564801)"
"24",10061033,"HY249456","05/06/2015 02:40:00 PM","066XX S STONY ISLAND AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false",321,3,5,42,"14",1188018,1861107,2015,"02/10/2018 03:50:01 PM",41.773960717,-87.5863105,"(41.773960717, -87.5863105)"
"25",10061035,"HY249463","05/06/2015 02:48:00 PM","039XX W ROOSEVELT RD","2024","NARCOTICS","POSS: HEROIN(WHITE)","SIDEWALK","true","false",1132,11,24,29,"18",1150330,1894421,2015,"02/10/2018 03:50:01 PM",41.866194233,-87.723601432,"(41.866194233, -87.723601432)"
"26",10061036,"HY249455","05/06/2015 02:46:00 PM","075XX S MAY ST","1811","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","SIDEWALK","true","false",612,6,17,71,"18",1169960,1854740,2015,"02/10/2018 03:50:01 PM",41.756900225,-87.652691926,"(41.756900225, -87.652691926)"
"27",10061037,"HY249310","05/06/2015 12:50:00 PM","016XX N DAMEN AVE","0312","ROBBERY","ARMED:KNIFE/CUTTING INSTRUMENT","DEPARTMENT STORE","true","false",1434,14,32,24,"03",1162761,1911142,2015,"02/10/2018 03:50:01 PM",41.911826672,-87.677496944,"(41.911826672, -87.677496944)"
"28",10061038,"HY249471","05/05/2015 04:00:00 PM","036XX W 16TH ST","0880","THEFT","PURSE-SNATCHING","SIDEWALK","false","false",1014,10,24,29,"06",1152553,1891803,2015,"02/10/2018 03:50:01 PM",41.858966525,-87.715509718,"(41.858966525, -87.715509718)"
"29",10061039,"HY249430","05/06/2015 02:20:00 PM","071XX S CONSTANCE AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","true","true",324,3,5,43,"08B",1189607,1858048,2015,"02/10/2018 03:50:01 PM",41.765528549,-87.580583779,"(41.765528549, -87.580583779)"
"30",10061040,"HY249420","05/06/2015 02:20:00 PM","083XX W IRVING PARK RD","2820","OTHER OFFENSE","TELEPHONE THREAT","RESIDENCE","false","false",1631,16,36,17,"26",1119830,1925524,2015,"02/10/2018 03:50:01 PM",41.952085339,-87.834908476,"(41.952085339, -87.834908476)"
"31",10061041,"HY249437","05/06/2015 08:00:00 AM","041XX W ARMITAGE AVE","0620","BURGLARY","UNLAWFUL ENTRY","APARTMENT","false","false",2525,25,30,20,"05",1148289,1912962,2015,"02/10/2018 03:50:01 PM",41.917112279,-87.730616063,"(41.917112279, -87.730616063)"
"32",10061043,"HY249030","05/06/2015 06:30:00 AM","008XX S PARK TER","1305","CRIMINAL DAMAGE","CRIMINAL DEFACEMENT","RESIDENCE","false","false",123,1,2,32,"14",1175925,1896500,2015,"02/10/2018 03:50:01 PM",41.871361856,-87.629577951,"(41.871361856, -87.629577951)"
"33",10061044,"HY249419","05/06/2015 01:55:00 PM","047XX S ASHLAND AVE","0545","ASSAULT","PRO EMP HANDS NO/MIN INJURY","SIDEWALK","true","false",933,9,20,61,"08A",1166471,1873239,2015,"02/10/2018 03:50:01 PM",41.807738845,-87.66495155,"(41.807738845, -87.66495155)"
"34",10061047,"HY249464","05/06/2015 03:00:00 PM","026XX W CERMAK RD","1310","CRIMINAL DAMAGE","TO PROPERTY","ABANDONED BUILDING","false","false",1023,10,28,30,"14",1159207,1889299,2015,"02/10/2018 03:50:01 PM",41.851961298,-87.691153739,"(41.851961298, -87.691153739)"
"35",10061048,"HY249481","06/01/2014 12:00:00 PM","057XX S ELIZABETH ST","1153","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT OVER $ 300","RESIDENCE","false","false",713,7,16,67,"11",1168972,1866624,2014,"02/10/2018 03:50:01 PM",41.7895328,-87.655969749,"(41.7895328, -87.655969749)"
"36",10061049,"HY249485","05/05/2015 02:30:00 PM","017XX W 85TH ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",614,6,18,71,"07",1166313,1848331,2015,"02/10/2018 03:50:01 PM",41.739391417,-87.666239679,"(41.739391417, -87.666239679)"
"37",10061052,"HY249131","05/06/2015 08:00:00 AM","039XX W DIVISION ST","051A","ASSAULT","AGGRAVATED: HANDGUN","SIDEWALK","false","false",2535,25,27,23,"04A",1149583,1907711,2015,"02/10/2018 03:50:01 PM",41.902677973,-87.725998467,"(41.902677973, -87.725998467)"
"38",10061054,"HY249078","05/06/2015 02:30:00 AM","004XX W BELMONT AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE","false","false",1925,19,44,6,"14",1172521,1921519,2015,"02/10/2018 03:50:01 PM",41.940091226,-87.641334221,"(41.940091226, -87.641334221)"
"39",10061055,"HY249525","05/06/2015 03:30:00 PM","007XX N KEDZIE AVE","0560","ASSAULT","SIMPLE","LIBRARY","false","false",1221,12,27,23,"08A",1154906,1904762,2015,"02/10/2018 03:50:01 PM",41.894480568,-87.706525192,"(41.894480568, -87.706525192)"
"40",10061057,"HY249092","05/05/2015 11:30:00 AM","060XX S COTTAGE GROVE AVE","0820","THEFT","$500 AND UNDER","APARTMENT","false","false",235,2,20,42,"06",1182604,1865128,2015,"02/10/2018 03:50:01 PM",41.785122047,-87.60603224,"(41.785122047, -87.60603224)"
"41",10061058,"HY249084","05/05/2015 05:00:00 PM","0000X S STATE ST","0890","THEFT","FROM BUILDING","DEPARTMENT STORE","false","false",112,1,42,32,"06",1176389,1900278,2015,"02/10/2018 03:50:01 PM",41.88171846,-87.627760426,"(41.88171846, -87.627760426)"
"42",10061059,"HY249508","05/06/2015 05:00:00 AM","021XX W TAYLOR ST","0820","THEFT","$500 AND UNDER","STREET","false","false",1225,12,2,28,"06",1162429,1895557,2015,"02/10/2018 03:50:01 PM",41.869067122,-87.679153117,"(41.869067122, -87.679153117)"
"43",10061060,"HY249513","05/06/2015 11:00:00 AM","003XX W WACKER DR","2820","OTHER OFFENSE","TELEPHONE THREAT","OTHER","false","false",122,1,42,32,"26",1174120,1901942,2015,"02/10/2018 03:50:01 PM",41.886335464,-87.636042402,"(41.886335464, -87.636042402)"
"44",10061061,"HY249460","05/06/2015 12:30:00 PM","001XX N WACKER DR","1150","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","RESTAURANT","false","false",122,1,42,32,"11",1173910,1901628,2015,"02/10/2018 03:50:01 PM",41.885478509,-87.636822924,"(41.885478509, -87.636822924)"
"45",10061062,"HY249524","05/06/2015 01:20:00 PM","0000X E ROOSEVELT RD","0460","BATTERY","SIMPLE","SIDEWALK","true","false",131,1,2,33,"08B",1177081,1895080,2015,"02/10/2018 03:50:01 PM",41.867439204,-87.625376881,"(41.867439204, -87.625376881)"
"46",10061064,"HY249468","05/06/2015 09:00:00 AM","012XX W GRANVILLE AVE","2825","OTHER OFFENSE","HARASSMENT BY TELEPHONE","OTHER","false","false",2433,24,48,77,"26",1167089,1941322,2015,"02/10/2018 03:50:01 PM",41.994549935,-87.660727079,"(41.994549935, -87.660727079)"
"47",10061066,"HY249492","05/06/2015 11:45:00 AM","041XX N CAMPBELL AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","true","false",1911,19,47,5,"07",1158970,1927316,2015,"02/10/2018 03:50:01 PM",41.956287916,-87.690978755,"(41.956287916, -87.690978755)"
"48",10061067,"HY249438","05/06/2015 02:30:00 PM","011XX N WESTERN AVE","2820","OTHER OFFENSE","TELEPHONE THREAT","STREET","false","true",1212,12,1,24,"26",1160197,1907701,2015,"02/10/2018 03:50:01 PM",41.902437713,-87.687011559,"(41.902437713, -87.687011559)"
"49",10061068,"HY249484","04/22/2015 12:00:00 AM","035XX W BEACH AVE","1120","DECEPTIVE PRACTICE","FORGERY","RESIDENCE","false","false",1422,14,26,23,"10",1152469,1909411,2015,"02/10/2018 03:50:01 PM",41.907286376,-87.715352628,"(41.907286376, -87.715352628)"
"50",10061070,"HY249447","05/06/2015 02:15:00 PM","008XX N PULASKI RD","0470","PUBLIC PEACE VIOLATION","RECKLESS CONDUCT","STREET","false","false",1111,11,37,23,"24",1149573,1905282,2015,"02/10/2018 03:50:01 PM",41.896012743,-87.726098351,"(41.896012743, -87.726098351)"
"51",10061071,"HY249360","04/26/2015 12:00:00 PM","055XX S UNION AVE","0810","THEFT","OVER $500","RESIDENCE","false","false",711,7,3,68,"06",1172580,1868012,2015,"02/10/2018 03:50:01 PM",41.793262856,-87.64269948,"(41.793262856, -87.64269948)"
"52",10061073,"HY249545","05/06/2015 03:45:00 PM","052XX W PALMER ST","0460","BATTERY","SIMPLE","SIDEWALK","false","false",2515,25,37,19,"08B",1140886,1914122,2015,"02/10/2018 03:50:01 PM",41.920434991,-87.757786441,"(41.920434991, -87.757786441)"
"53",10061074,"HY249514","05/06/2015 03:30:00 PM","089XX S SAGINAW AVE","0470","PUBLIC PEACE VIOLATION","RECKLESS CONDUCT","STREET","true","false",423,4,7,46,"24",1195385,1846442,2015,"02/10/2018 03:50:01 PM",41.733540074,-87.55978842,"(41.733540074, -87.55978842)"
"54",10061075,"HY249271","05/06/2015 12:06:00 PM","014XX W MORSE AVE","033A","ROBBERY","ATTEMPT: ARMED-HANDGUN","CONVENIENCE STORE","true","false",2431,24,49,1,"03",1165361,1946170,2015,"02/10/2018 03:50:01 PM",42.00789002,-87.666944627,"(42.00789002, -87.666944627)"
"55",10061077,"HY249423","03/12/2015 04:30:00 PM","006XX W ENGLEWOOD AVE","1750","OFFENSE INVOLVING CHILDREN","CHILD ABUSE","RESIDENCE","false","true",711,7,16,68,"20",1173117,1863446,2015,"02/10/2018 03:50:01 PM",41.780721396,-87.640865208,"(41.780721396, -87.640865208)"
"56",10061078,"HY249509","05/05/2015 10:00:00 PM","029XX N TALMAN AVE","0820","THEFT","$500 AND UNDER","RESIDENCE-GARAGE","false","false",1411,14,1,21,"06",1158202,1919362,2015,"02/10/2018 03:50:01 PM",41.934477398,-87.694020219,"(41.934477398, -87.694020219)"
"57",10061080,"HY249336","05/06/2015 12:00:00 PM","014XX W 83RD ST","0620","BURGLARY","UNLAWFUL ENTRY","APARTMENT","false","false",614,6,21,71,"05",1167965,1849702,2015,"02/10/2018 03:50:01 PM",41.743118336,-87.660147723,"(41.743118336, -87.660147723)"
"58",10061082,"HY249539","05/06/2015 04:05:00 PM","004XX E 71ST ST","031A","ROBBERY","ARMED: HANDGUN","SIDEWALK","false","false",322,3,6,69,"03",1180334,1858039,2015,"02/10/2018 03:50:01 PM",41.765721514,-87.614572206,"(41.765721514, -87.614572206)"
"59",10061083,"HY249354","05/06/2015 11:45:00 AM","083XX S MARYLAND AVE","031A","ROBBERY","ARMED: HANDGUN","APARTMENT","false","false",632,6,8,44,"03",1183346,1849775,2015,"02/10/2018 03:50:01 PM",41.742974649,-87.603789195,"(41.742974649, -87.603789195)"
"60",10061084,"HY249530","05/06/2015 01:00:00 PM","084XX S DREXEL AVE","0560","ASSAULT","SIMPLE","RESIDENCE","false","false",632,6,8,44,"08A",1183693,1849231,2015,"02/10/2018 03:50:01 PM",41.741473774,-87.602534716,"(41.741473774, -87.602534716)"
"61",10061085,"HY249506","05/06/2015 03:30:00 PM","063XX S CALUMET AVE","0440","BATTERY","AGG: HANDS/FIST/FEET NO/MINOR INJURY","SCHOOL, PUBLIC, GROUNDS","false","false",312,3,20,69,"08B",1179551,1862782,2015,"02/10/2018 03:50:01 PM",41.778754713,-87.617297398,"(41.778754713, -87.617297398)"
"62",10061086,"HY249571","03/30/2015 04:00:00 PM","010XX E 95TH ST","0810","THEFT","OVER $500","OTHER","false","false",413,4,8,47,"06",1184624,1842191,2015,"02/10/2018 03:50:01 PM",41.722133485,-87.59934358,"(41.722133485, -87.59934358)"
"63",10061087,"HY249428","05/06/2015 01:30:00 PM","076XX S EGGLESTON AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true",621,6,17,69,"08B",1174618,1854247,2015,"02/10/2018 03:50:01 PM",41.755444976,-87.635635856,"(41.755444976, -87.635635856)"
"64",10061088,"HY249519","05/06/2015 02:00:00 PM","015XX S RIDGEWAY AVE","1563","SEX OFFENSE","CRIMINAL SEXUAL ABUSE","APARTMENT","false","true",1014,10,24,29,"17",1151627,1892195,2015,"02/10/2018 03:50:01 PM",41.860060454,-87.718898486,"(41.860060454, -87.718898486)"
"65",10061089,"HY249544","05/03/2015 03:30:00 PM","045XX S GREENWOOD AVE","0460","BATTERY","SIMPLE","SIDEWALK","true","false",222,2,4,39,"08B",1184350,1875033,2015,"02/10/2018 03:50:01 PM",41.812261446,-87.599320612,"(41.812261446, -87.599320612)"
"66",10061091,"HY249454","04/15/2015 03:00:00 PM","013XX S SACRAMENTO DR","0810","THEFT","OVER $500","SCHOOL, PUBLIC, BUILDING","false","false",1022,10,24,29,"06",1156172,1893743,2015,"02/10/2018 03:50:01 PM",41.864217865,-87.702173146,"(41.864217865, -87.702173146)"
"67",10061093,"HY249556","05/05/2015 09:30:00 PM","014XX N SEDGWICK ST","0460","BATTERY","SIMPLE","CHA PARKING LOT/GROUNDS","false","false",1821,18,27,8,"08B",1173383,1909988,2015,"02/10/2018 03:50:01 PM",41.908430535,-87.638509526,"(41.908430535, -87.638509526)"
"68",10061094,"HY249590","05/05/2015 07:00:00 PM","026XX N MARSHFIELD AVE","0820","THEFT","$500 AND UNDER","STREET","false","false",1931,19,32,7,"06",1164883,1917632,2015,"02/10/2018 03:50:01 PM",41.929590845,-87.669516814,"(41.929590845, -87.669516814)"
"69",10061095,"HY249573","04/09/2015 08:00:00 AM","064XX S MINERVA AVE","1150","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","OTHER","false","false",314,3,20,42,"11",1185122,1862513,2015,"02/10/2018 03:50:01 PM",41.777887444,-87.59688238,"(41.777887444, -87.59688238)"
"70",10061096,"HY249379","05/06/2015 02:00:00 PM","015XX N MILWAUKEE AVE","0860","THEFT","RETAIL THEFT","SMALL RETAIL STORE","false","false",1424,14,1,24,"06",1163031,1910397,2015,"02/10/2018 03:50:01 PM",41.90977667,-87.676526004,"(41.90977667, -87.676526004)"
"71",10061097,"HY249570","05/01/2015 02:00:00 PM","027XX W 79TH ST","1310","CRIMINAL DAMAGE","TO PROPERTY","WAREHOUSE","false","false",835,8,18,70,"14",1159123,1852139,2015,"02/10/2018 03:50:01 PM",41.749991096,-87.692478898,"(41.749991096, -87.692478898)"
"72",10061098,"HY249522","05/06/2015 08:00:00 AM","100XX S EMERALD AVE","2820","OTHER OFFENSE","TELEPHONE THREAT","APARTMENT","false","true",2232,22,34,73,"26",1173078,1838336,2015,"02/10/2018 03:50:01 PM",41.711817168,-87.641748083,"(41.711817168, -87.641748083)"
"73",10061100,"HY249553","05/05/2015 06:30:00 PM","013XX N PARKSIDE AVE","2820","OTHER OFFENSE","TELEPHONE THREAT","RESIDENCE","false","false",2531,25,29,25,"26",1138429,1908318,2015,"02/10/2018 03:50:01 PM",41.904553037,-87.766954889,"(41.904553037, -87.766954889)"
"74",10061102,"HY249433","05/06/2015 04:30:00 AM","093XX S LAFAYETTE AVE","031A","ROBBERY","ARMED: HANDGUN","RESIDENCE","false","false",634,6,21,49,"03",1177579,1843008,2015,"02/10/2018 03:50:01 PM",41.724537372,-87.625123558,"(41.724537372, -87.625123558)"
"75",10061104,"HY249541","04/10/2015 02:23:00 PM","008XX S CLAREMONT AVE","1154","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT $300 AND UNDER","APARTMENT","false","false",1225,12,25,28,"11",1160850,1896208,2015,"02/10/2018 03:50:01 PM",41.870886401,-87.684931967,"(41.870886401, -87.684931967)"
"76",10061105,"HY249476","05/04/2015 11:00:00 PM","017XX W 47TH ST","0560","ASSAULT","SIMPLE","OTHER","false","false",924,9,20,61,"08A",1165369,1873532,2015,"02/10/2018 03:50:01 PM",41.808566317,-87.668985087,"(41.808566317, -87.668985087)"
"77",10061106,"HY249493","03/16/2015 09:40:00 PM","030XX S POPLAR AVE","2825","OTHER OFFENSE","HARASSMENT BY TELEPHONE","APARTMENT","false","false",913,9,11,60,"26",1171039,1884756,2015,"02/10/2018 03:50:01 PM",41.839243895,-87.647860378,"(41.839243895, -87.647860378)"
"78",10061108,"HY249441","05/06/2015 02:10:00 PM","012XX N ASHLAND AVE","0860","THEFT","RETAIL THEFT","SMALL RETAIL STORE","true","false",1424,14,1,24,"06",1165506,1908134,2015,"02/10/2018 03:50:01 PM",41.90351448,-87.667498444,"(41.90351448, -87.667498444)"
"79",10061109,"HY249552","05/06/2015 09:00:00 AM","013XX E 71ST PL","0610","BURGLARY","FORCIBLE ENTRY","APARTMENT","false","false",324,3,5,43,"05",1186293,1857862,2015,"02/10/2018 03:50:01 PM",41.765097091,-87.592736347,"(41.765097091, -87.592736347)"
"80",10061110,"HY249500","05/06/2015 03:00:00 PM","031XX S ARCHER AVE","1365","CRIMINAL TRESPASS","TO RESIDENCE","RESIDENCE PORCH/HALLWAY","true","false",912,9,11,59,"26",1165700,1883757,2015,"02/10/2018 03:50:01 PM",41.836617791,-87.667480411,"(41.836617791, -87.667480411)"
"81",10061112,"HY249568","05/06/2015 04:20:00 PM","033XX W HARRISON ST","2026","NARCOTICS","POSS: PCP","OTHER","true","false",1134,11,24,27,"18",1153988,1897159,2015,"02/10/2018 03:50:01 PM",41.873635521,-87.710099544,"(41.873635521, -87.710099544)"
"82",10061113,"HY249589","05/06/2015 04:00:00 PM","016XX W WALNUT ST","4510","OTHER OFFENSE","PROBATION VIOLATION","GOVERNMENT BUILDING/PROPERTY","true","false",1215,12,27,28,"26",1165374,1901800,2015,"02/10/2018 03:50:01 PM",41.886136329,-87.668163684,"(41.886136329, -87.668163684)"
"83",10061114,"HY249512","05/06/2015 01:35:00 PM","069XX S MERRILL AVE","0484","BATTERY","PRO EMP HANDS NO/MIN INJURY","SCHOOL, PUBLIC, BUILDING","true","false",331,3,5,43,"08B",1191744,1859337,2015,"02/10/2018 03:50:01 PM",41.769014078,-87.572709347,"(41.769014078, -87.572709347)"
"84",10061115,"HY249630","05/06/2015 04:20:00 PM","029XX W CONGRESS PKWY","3731","INTERFERENCE WITH PUBLIC OFFICER","OBSTRUCTING IDENTIFICATION","STREET","true","false",1135,11,2,27,"24",1156755,1897518,2015,"02/10/2018 03:50:01 PM",41.874565072,-87.699930708,"(41.874565072, -87.699930708)"
"85",10061116,"HY249486","05/06/2015 02:40:00 PM","053XX S FRANCISCO AVE","0460","BATTERY","SIMPLE","SIDEWALK","true","false",923,9,14,63,"08B",1157948,1869134,2015,"02/10/2018 03:50:01 PM",41.796651813,-87.696323361,"(41.796651813, -87.696323361)"
"86",4808,"HP645416","10/24/2008 03:41:00 PM","070XX S YALE AVE","0110","HOMICIDE","FIRST DEGREE MURDER","HOUSE","true","true",731,7,6,69,"01A",NA,NA,2008,"03/08/2019 04:21:48 PM",NA,NA,""
"87",10061117,"HY249599","05/06/2015 01:50:00 PM","034XX W GRENSHAW ST","0620","BURGLARY","UNLAWFUL ENTRY","APARTMENT","false","false",1133,11,24,29,"05",1153622,1894845,2015,"02/10/2018 03:50:01 PM",41.867292938,-87.71150487,"(41.867292938, -87.71150487)"
"88",10061118,"HY249480","04/30/2015 06:28:00 PM","0000X W GRAND AVE","0820","THEFT","$500 AND UNDER","DEPARTMENT STORE","true","false",1831,18,42,8,"06",1175695,1903888,2015,"02/10/2018 03:50:01 PM",41.89164013,-87.630200131,"(41.89164013, -87.630200131)"
"89",10061122,"HY249572","05/06/2015 04:26:00 PM","007XX E 67TH ST","0430","BATTERY","AGGRAVATED: OTHER DANG WEAPON","STREET","false","false",321,3,20,42,"04B",1182289,1860749,2015,"02/10/2018 03:50:01 PM",41.773112968,-87.607322707,"(41.773112968, -87.607322707)"
"90",10061123,"HY249494","05/06/2015 03:15:00 PM","017XX W 87TH ST","0820","THEFT","$500 AND UNDER","SIDEWALK","false","false",2221,22,21,71,"06",1166112,1846998,2015,"02/10/2018 03:50:01 PM",41.735737741,-87.667013924,"(41.735737741, -87.667013924)"
"91",10061124,"HY249620","05/06/2015 04:45:00 PM","098XX S LOOMIS ST","0460","BATTERY","SIMPLE","RESIDENCE","false","false",2213,22,21,73,"08B",1168755,1839666,2015,"02/10/2018 03:50:01 PM",41.715561084,-87.65754183,"(41.715561084, -87.65754183)"
"92",10061125,"HY249622","05/06/2015 04:45:00 PM","049XX N WASHTENAW AVE","0560","ASSAULT","SIMPLE","APARTMENT","false","false",2031,20,40,4,"08A",1157472,1932786,2015,"02/10/2018 03:50:01 PM",41.971328581,-87.696336295,"(41.971328581, -87.696336295)"
"93",10061126,"HY249642","05/06/2015 05:00:00 PM","071XX S MERRILL AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true",333,3,5,43,"08B",1191789,1858166,2015,"02/10/2018 03:50:01 PM",41.765799671,-87.572582365,"(41.765799671, -87.572582365)"
